🌺音乐经典🌺,#genre# 
伤感情歌热播合集,https://vd2.bdstatic.com/mda-nejunenw7r1x7izm/480p/h264/1653078070224795933/mda-nejunenw7r1x7izm.mp4
《野花香+百花香》DJ舞曲,https://vd2.bdstatic.com/mda-nejawa83eqg6aytd/1080p/cae_h264/1653033533688127173/mda-nejawa83eqg6aytd.mp4
《越南神曲》纯舞版,https://vd2.bdstatic.com/mda-nejafqw91vru3xt6/480p/h264/1653031733440915620/mda-nejafqw91vru3xt6.mp4
《摩托摇》DJ纯舞,https://vd3.bdstatic.com/mda-nei5tycs564rigx8/480p/h264/1652933326031796432/mda-nei5tycs564rigx8.mp4
《恋曲1990》罗大佑DJ,https://vd4.bdstatic.com/mda-nejaqug2wea8dpkr/1080p/cae_h264/1653033128193714552/mda-nejaqug2wea8dpkr.mp4
《2035年去台湾》热播版,https://vd2.bdstatic.com/mda-neka483w83b2ehsc/480p/h264/1653117679473534143/mda-neka483w83b2ehsc.mp4
【催泪情书+串烧】热播版,https://vd2.bdstatic.com/mda-nejuw3rxvrzi37yy/480p/h264/1653078308758037689/mda-nejuw3rxvrzi37yy.mp4
粤语版【爱的暴风雨】DJ,https://vd2.bdstatic.com/mda-nejtqhq61n7a5ju1/1080p/cae_h264/1653077872331602132/mda-nejtqhq61n7a5ju1.mp4
谢军【那一夜】DJ版,https://vd2.bdstatic.com/mda-nejhb79ihrj5k7qz/480p/h264/1653049446063260715/mda-nejhb79ihrj5k7qz.mp4
《爱情十八拍》杨美华,https://vd4.bdstatic.com/mda-nejc04p4mmb30ngg/1080p/cae_h264/1653036361375786789/mda-nejc04p4mmb30ngg.mp4
《爱江山更爱美人》网络歌手,https://vd4.bdstatic.com/mda-nejc1ue5ekc4wdv0/480p/h264/1653035541935573657/mda-nejc1ue5ekc4wdv0.mp4
《花香》薰衣草抖音,https://vd2.bdstatic.com/mda-nfs8gdqppkiyrhzb/360p/h264/1656309859382644967/mda-nfs8gdqppkiyrhzb.mp4
《西海情歌》粤语版,https://vd3.bdstatic.com/mda-nfi9r1g6e2nzhgn9/480p/h264/1655621630052325959/mda-nfi9r1g6e2nzhgn9.mp4
《你的样子 》粤语版,https://vd3.bdstatic.com/mda-nfiaja41h2gzsbqb/480p/h264/1655623735856375098/mda-nfiaja41h2gzsbqb.mp4
《天若有情》粤语版,https://vd2.bdstatic.com/mda-nfi94pnnnipdveig/480p/h264/1655620203260957104/mda-nfi94pnnnipdveig.mp4
《神曲+晚风》王恰恰,https://vd4.bdstatic.com/mda-nfs5en1x4mmswfen/480p/h264/1656303352232274579/mda-nfs5en1x4mmswfen.mp4
《我爱的人你别碰》,https://vd2.bdstatic.com/mda-nf16qwv5xunuewkc/1080p/cae_h264/1654149251632607645/mda-nf16qwv5xunuewkc.mp4
《听闻远方有你》刘,https://vd2.bdstatic.com/mda-nfia8057yaeh9k0v/1080p/cae_h264/1655624154810597723/mda-nfia8057yaeh9k0v.mp4
《月下情缘+劲爆英文》DJ,https://vd3.bdstatic.com/mda-nejcjjrbi2bm0tmk/1080p/cae_h264/1653037169857231488/mda-nejcjjrbi2bm0tmk.mp4
纪伟《后海酒吧》DJ,https://vd3.bdstatic.com/mda-nejscqjrwzrjktmk/1080p/cae_h264/1653072246588651664/mda-nejscqjrwzrjktmk.mp4
【小芳】DJ经典老歌,https://vd4.bdstatic.com/mda-nejs5ra4kpyg2r7e/1080p/cae_h264/1653071789348255882/mda-nejs5ra4kpyg2r7e.mp4
【30出头】DJ纪伟,https://vd2.bdstatic.com/mda-nejs3dtcf9f74qz4/cae_h264/1653071693491718728/mda-nejs3dtcf9f74qz4.mp4
《来生再去拥抱你》一只舟,https://vd2.bdstatic.com/mda-nejrxtj1vqz1a0b8/cae_h264/1653071034773070298/mda-nejrxtj1vqz1a0b8.mp4
【美酒加咖啡】DJ,https://vd3.bdstatic.com/mda-nekszwa001e5aw34/360p/h264/1653160137207425539/mda-nekszwa001e5aw34.mp4
张国荣《暴风一族》热舞版,https://vd3.bdstatic.com/mda-nektfqw271zqib76/hd/cae_h264/1653162107164359676/mda-nektfqw271zqib76.mp4
《狼爱上了羊》DJ,https://vd3.bdstatic.com/mda-nekt8qgjebf7kr41/cae_h264/1653167650669526663/mda-nekt8qgjebf7kr41.mp4
《野摩托》DJ,https://vd2.bdstatic.com/mda-nektbh8rvfywd0jk/1080p/cae_h264/1653167667238484641/mda-nektbh8rvfywd0jk.mp4
邓紫棋PK《雨蝶》现场版,https://vd3.bdstatic.com/mda-nemcj4c5pxeu11bc/1080p/cae_h264/1653210411927355675/mda-nemcj4c5pxeu11bc.mp4
《没有你陪伴我真的好孤单》伤感版,https://vd2.bdstatic.com/mda-nemcc7s4nbjrsmg8/480p/h264/1653209380573589924/mda-nemcc7s4nbjrsmg8.mp4
思思 《包容》 DJ版,https://vd3.bdstatic.com/mda-nemcnninjhsmdj84/480p/h264/1653210077445715461/mda-nemcnninjhsmdj84.mp4
《山里红》经典老歌,https://vd4.bdstatic.com/mda-nemc5j1j9jgzxns7/480p/h264/1653208740709911257/mda-nemc5j1j9jgzxns7.mp4
经典回顾《窗外》,https://vd4.bdstatic.com/mda-nemc1qc07f0yt9x0/480p/h264/1653208499818125437/mda-nemc1qc07f0yt9x0.mp4
《放不下想又怕》伤感情歌,https://vd2.bdstatic.com/mda-nembygzu50v7drwu/cae_h264/1653208599276524795/mda-nembygzu50v7drwu.mp4
【游山恋】烟嗓版,https://vd3.bdstatic.com/mda-nembuddfnsh26u85/480p/h264/1653207975641277020/mda-nembuddfnsh26u85.mp4
【姐就是女王】热播版,https://vd3.bdstatic.com/mda-nembravpjxw9sb7v/1080p/cae_h264/1653208308140833669/mda-nembravpjxw9sb7v.mp4
《爱难求情难断》深情版,https://vd4.bdstatic.com/mda-nembm79bjvy2yrve/1080p/cae_h264/1653208098053926668/mda-nembm79bjvy2yrve.mp4
《送亲》8D环绕定制版,https://vd4.bdstatic.com/mda-nen32r0xi4iqw4pn/480p/h264/1653272005068359483/mda-nen32r0xi4iqw4pn.mp4
奢香夫人 (喝酒都是人上人) DJ,https://vd4.bdstatic.com/mda-nen4pmqn8amkhi14/360p/h264/1653276381862525323/mda-nen4pmqn8amkhi14.mp4
闽南语【金包银】蔡秋风,https://vd2.bdstatic.com/mda-nets9h7d1qhn8uqn/480p/h264/1653763012712882452/mda-nets9h7d1qhn8uqn.mp4
粤语版【爱你一万年】DJ,https://vd4.bdstatic.com/mda-nets4kh2eq37z3k7/cae_h264/1653766599102657549/mda-nets4kh2eq37z3k7.mp4
周杰伦《晴天》故事的小黄花,https://vd2.bdstatic.com/mda-neuaypvc8dss1d1k/480p/h264/1653810270285358615/mda-neuaypvc8dss1d1k.mp4
抖音版《你爱我坏》DJ完整版,https://vd2.bdstatic.com/mda-nf176i0j82vpcwmp/1080p/cae_h264/1654148780605685330/mda-nf176i0j82vpcwmp.mp4
高胜美《千年等一回》3D环绕,https://vd4.bdstatic.com/mda-nb057z5c5cdjxgnm/1080p/cae_h264_delogo/1643687186782552539/mda-nb057z5c5cdjxgnm.mp4
越南魔改《左手指月》意大利节奏,https://vd2.bdstatic.com/mda-nb055uwjv0azsdph/1080p/cae_h264_delogo/1643687267345888335/mda-nb055uwjv0azsdph.mp4
海来阿木的《来跳舞》配印度舞,https://vd2.bdstatic.com/mda-nb0530ndq1duai9i/1080p/cae_h264_delogo/1643686967874137527/mda-nb0530ndq1duai9i.mp4
纯音乐《夜空中最亮的星》,https://vd2.bdstatic.com/mda-nf11x3tfk18i5ji5/480p/h264/1654132973556089002/mda-nf11x3tfk18i5ji5.mp4
《越南神曲》纯舞蹈,https://vd4.bdstatic.com/mda-nf2npp2k7ardfd80/480p/h264/1654272480102531684/mda-nf2npp2k7ardfd80.mp4
《越南神摇》纯舞,https://vd3.bdstatic.com/mda-nf2bb91ns7bv23yd/1080p/cae_h264/1654243710693657359/mda-nf2bb91ns7bv23yd.mp4
《想你的时候问月亮》二小姐,https://vd2.bdstatic.com/mda-nf2kze8x3is7wsha/1080p/cae_h264/1654271537512792091/mda-nf2kze8x3is7wsha.mp4
DJ版《等着你回眸》,https://vd2.bdstatic.com/mda-nf2m5d6z4zb4qeky/480p/h264/1654268236385957830/mda-nf2m5d6z4zb4qeky.mp4
亦伊《归来仍是故乡》,https://vd3.bdstatic.com/mda-nf2kwmw9d5qjucrg/1080p/cae_h264/1654268436035847937/mda-nf2kwmw9d5qjucrg.mp4
《明月夜+》电子旋律,https://vd2.bdstatic.com/mda-nf2kp5cpct66k63r/1080p/cae_h264/1654268139501060765/mda-nf2kp5cpct66k63r.mp4
《路灯下的小姑娘+》电子旋律,https://vd4.bdstatic.com/mda-nf2khdngp7tcr58e/1080p/cae_h264/1654268113884997175/mda-nf2khdngp7tcr58e.mp4
伤感情歌《躲伤躲痛躲回忆》,https://vd2.bdstatic.com/mda-nf2tkya4aznvtm1j/1080p/cae_h264/1654285079096970986/mda-nf2tkya4aznvtm1j.mp4
伤感情歌《伤疤没好就忘了痛》,https://vd2.bdstatic.com/mda-nf2s5y0h9efcfmrx/480p/h264/1654280973703916868/mda-nf2s5y0h9efcfmrx.mp4
《我不停得问自己》DJ,https://vd4.bdstatic.com/mda-nftt5nzwx70v1z8k/cae_h264/1656444925372857329/mda-nftt5nzwx70v1z8k.mp4
《猜啊猜》DJ情歌,https://vd2.bdstatic.com/mda-nfts34pz3uyaa6m7/1080p/cae_h264/1656441513836131169/mda-nfts34pz3uyaa6m7.mp4
《黑桃A》新情歌,https://vd4.bdstatic.com/mda-nftszftmikd5hh26/1080p/cae_h264/1656444241723906484/mda-nftszftmikd5hh26.mp4
《用心良苦》老歌DJ,https://vd3.bdstatic.com/mda-nfttvex0h7gea1c4/1080p/cae_h264/1656446100734735795/mda-nfttvex0h7gea1c4.mp4
《伤心的酒吧》DJ,https://vd2.bdstatic.com/mda-nftsh3zubq8ie7fi/1080p/cae_h264/1656442225669081316/mda-nftsh3zubq8ie7fi.mp4
《五十年以后》DJ,https://vd4.bdstatic.com/mda-nftsnp0c8evhuxxw/1080p/cae_h264/1656443623949038353/mda-nftsnp0c8evhuxxw.mp4
《人生能有几个秋》DJ,https://vd3.bdstatic.com/mda-nftsv0csydnyf783/480p/h264/1656442972732657324/mda-nftsv0csydnyf783.mp4
当初你是我的爱,https://vd3.bdstatic.com/mda-nd51u09ryq36inpk/sc/cae_h264_delogo/1649209563252710800/mda-nd51u09ryq36inpk.mp4
品质车载音乐【纯音乐】,https://vd4.bdstatic.com/mda-nf107z59wschnn7q/1080p/cae_h264/1654133724711319680/mda-nf107z59wschnn7q.mp4
高品质经典音乐车载Dj分享,https://vd3.bdstatic.com/mda-nepi1x7whsz54taa/1080p/cae_h264/1653397047572797035/mda-nepi1x7whsz54taa.mp4
Kẻ Cắp Gặp Bà Già抖音,https://vd4.bdstatic.com/mda-ngexqupnagspsx88/576p/h264/1657924106162075799/mda-ngexqupnagspsx88.mp4
《你的万水千山》热,http://mobi.kuwo.cn/tmevideo/tme1257697.mp4
《晚风心里吹》抖音,https://vd2.bdstatic.com/mda-ndpc4udzb6ceeu58/480p/h264_delogo/1650789504615835043/mda-ndpc4udzb6ceeu58.mp4
全网热搜《伤感情歌》1,https://vd2.bdstatic.com/mda-ngauiy9w17fkhbbn/1080p/cae_h264/1657623481957074993/mda-ngauiy9w17fkhbbn.mp4
全网热搜《伤感情歌》2,https://vd3.bdstatic.com/mda-ngausguuf38bdbhw/1080p/cae_h264/1657594422922226678/mda-ngausguuf38bdbhw.mp4
全网热搜《伤感情歌》3,https://vd3.bdstatic.com/mda-ngawfv2z3ndkh012/1080p/cae_h264/1657576809355805624/mda-ngawfv2z3ndkh012.mp4
🍓车载大碟🍓,#genre#
胜利之舞Dj,https://www.iesdouyin.com/aweme/v1/playwm/?video_id=v0d00fg10000cv9rjm7og65g7nltudt0&ratio=720p&line=0
经典粤语DJ私人订制,https://www.iesdouyin.com/aweme/v1/playwm/?video_id=v0d00fg10000crdl34vog65v7e9of17g&ratio=720p&line=0
全粤语8090经典劲爆DJ,https://www.iesdouyin.com/aweme/v1/playwm/?video_id=v0200fg10000cnamtabc77u54nj2kh6g&ratio=720p&line=0
粤语打碟现场串烧DJ,https://www.iesdouyin.com/aweme/v1/playwm/?video_id=v0d00fg10000crom7dnog65uq525ar4g&ratio=720p&line=0
Electro风格全粤语女声串烧DJ,https://www.iesdouyin.com/aweme/v1/playwm/?video_id=v1e00fgi0000ct65p5fog65r7qkgveu0&ratio=720p&line=0
全粤语Club风格汽车慢摇串烧DJ,http://www.iesdouyin.com/aweme/v1/playwm/?video_id=v0200fg10000cpp7b2nog65rhkqq6tpg
粤语伤感情歌嗨曲串烧DJ,https://www.iesdouyin.com/aweme/v1/playwm/?video_id=v0300fg10000cph1etnog65mpr23b990&ratio=720p&line=0
全粤语女声深情DJ串烧,https://www.iesdouyin.com/aweme/v1/playwm/?video_id=v0d00fg10000ctbb4kvog65q67op5tug&ratio=720p&line=0
流行中文DJ串烧,https://www.iesdouyin.com/aweme/v1/playwm/?video_id=v0200fg10000cqakmn7og65pve8rk7d0&ratio=720p&line=0
抖音热播流行DJ,https://www.iesdouyin.com/aweme/v1/playwm/?video_id=v0200fg10000cqkhcjvog65k2meivd0g&ratio=720p&line=0
海先生B001Dj串烧,https://www.iesdouyin.com/aweme/v1/playwm/?video_id=v0200fg10000cvg46evog65uaon0vs10&ratio=720p&line=0
全粤语女生伤感串烧DJ,https://www.iesdouyin.com/aweme/v1/playwm/?video_id=v0d00fg10000crkjoknog65vdlgt2p4g&ratio=720p&line=0
抖音中文串烧Dj,https://www.iesdouyin.com/aweme/v1/playwm/?video_id=v0d00fg10000cr3nbhvog65nr0vsg4b0&ratio=720p&line=0
粤语经典重温DJ,https://www.iesdouyin.com/aweme/v1/playwm/?video_id=v0d00fg10000cp06gijc77ue69pt0spg&ratio=720p&line=0
全粤语港台经典老歌DJ,https://www.iesdouyin.com/aweme/v1/playwm/?video_id=v0200fg10000cs5om8nog65vrmmn2g4g&ratio=720p&line=0
无言感激DJ,https://www.iesdouyin.com/aweme/v1/playwm/?video_id=v0200fg10000ctqjasfog65pch7akso0&ratio=720p&line=0
全粤语女声失恋治愈串烧,https://www.iesdouyin.com/aweme/v1/playwm/?video_id=v1e00fgi0000ct7hj5vog65n714a1fd0&ratio=720p&line=0
全英文洗脑神曲dj串烧,https://www.iesdouyin.com/aweme/v1/playwm/?video_id=v0300fg10000ctpdosvog65ofsrkov0g&ratio=720p&line=0
抖音流行DJ串烧,https://www.iesdouyin.com/aweme/v1/playwm/?video_id=v0300fg10000cppi1hvog65mc9vujp30&ratio=720p&line=0
精选粤语dj串烧,https://www.iesdouyin.com/aweme/v1/playwm/?video_id=v0300fg10000cpucv77og65tcsi9n2hg&ratio=720p&line=0
邓紫棋香港站,https://sns-video-default.xhscdn.com/stream/1/110/258/01e8c02b2307ec2801037001992eb2cbfb_258.mp4
4K修复暴风一族,https://vd3.bdstatic.com/mda-nf2msgqc9ydhin7b/360p/h264/1654269926333121453/mda-nf2msgqc9ydhin7b.mp4
饿狼传说张学友,https://vd2.bdstatic.com/mda-nejsn8irav0ghk6a/480p/h264/1653072611819728917/mda-nejsn8irav0ghk6a.mp4
爱于错误年粤语版,https://vd2.bdstatic.com/mda-nejtdk053jbd6bi4/360p/h264/1653074993744817919/mda-nejtdk053jbd6bi4.mp4
速度与激情7,https://vd3.bdstatic.com/mda-pfqh3hw4d5dpymix/cae_h264/1687695292385654994/mda-pfqh3hw4d5dpymix.mp4
黄家驹《不再犹豫》,https://vd2.bdstatic.com/mda-nf2mmq70aimjrkvf/480p/h264/1654269577431946707/mda-nf2mmq70aimjrkvf.mp4
黄家驹超清修复完整版,https://vd2.bdstatic.com/mda-pa5g6jhqxd9n3n9x/hd/cae_h264/1673042101363579084/mda-pa5g6jhqxd9n3n9x.mp4
黄家驹《喜欢你》修复版,https://vd3.bdstatic.com/mda-nejsq69s75pat6x5/720p/h264/1653072781062910369/mda-nejsq69s75pat6x5.mp4
黄家驹经典10首,https://sns-video-hw.xhscdn.com/stream/1/110/258/01e757acab26af45010370019440f59e76_258.mp4
王心凌精选69首(4小时),https://txmov2.a.kwimgs.com/upic/2023/07/26/22/BMjAyMzA3MjYyMjExNTNfMzYxMjUyNDA3MV8xMDg5NTQ4NjE1ODlfMF8z_b_Bdded2693ce6f7de089cfd7030b45bef7.mp4
SHE精选40首(2小时),https://txmov2.a.kwimgs.com/upic/2023/07/30/19/BMjAyMzA3MzAxOTEyNDhfODI4NTk1NTQ0XzEwOTI2ODgxNTQyOF8yXzM=_b_B1770e5ac950c20cda3df1678ded64cbc.mp4
许嵩精选30首(2小时),https://alimov2.a.kwimgs.com/upic/2020/09/14/21/BMjAyMDA5MTQyMTMzMDdfODI4NTk1NTQ0XzM2MDUzMTE1NjM5XzJfMw==_b_B789c6ea6a87d1b67019f19f16c9f71f7.mp4
邓紫棋精选30首(2小时),https://txmov2.a.kwimgs.com/upic/2023/05/08/12/BMjAyMzA1MDgxMjIwNTNfMzQ4MzI0MjA1OF8xMDI1NjYyMjM5MDZfMF8z_b_B0675fa55fe8ce0583fb05fa02330e9f1.mp4
陈慧琳精选30首(1小时),https://txmov2.a.kwimgs.com/upic/2025/02/09/20/BMjAyNTAyMDkyMDIzNTVfMTg1NzcxNTYxOF8xNTY0NDk2NjMzNTZfMl8z_b_Bd072695cb8d3a79a9d1ac8cdb5b3b3bc.mp4
蔡健雅精选30首(2小时),https://txmov2.a.kwimgs.com/upic/2023/08/18/21/BMjAyMzA4MTgyMTA4MzZfODM0NDUzMTQ2XzExMDgyNTA1MjcwM18wXzM=_b_B0d509c2419313652932c68153a65e4ed.mp4
庄心妍精选44首(2小时),https://txmov2.a.kwimgs.com/upic/2023/09/29/09/BMjAyMzA5MjkwOTEzMDVfMjE0OTExOTI2N18xMTM3OTU3ODM3NzFfMF8z_b_B1909889bf55e6af6f994b05596fb589f.mp4
梁静茹精选40首(2小时),https://txmov2.a.kwimgs.com/upic/2023/08/06/13/BMjAyMzA4MDYxMzA3MTVfODM0NDUzMTQ2XzEwOTgwOTYwMjQ1OV8wXzM=_b_Bd9c215cb7ac961de3d5db54cb7bffed6.mp4
张韶涵精选96首(6小时),https://txmov2.a.kwimgs.com/upic/2023/04/24/02/BMjAyMzA0MjQwMjA4MDlfMjE0OTExOTI2N18xMDEzNTM2NjA5OTFfMF8z_b_Baa658d527c452cd09e6dc0e9684c1bed.mp4
莫文蔚精选72首(5小时),https://txmov2.a.kwimgs.com/upic/2023/07/27/21/BMjAyMzA3MjcyMTQ2MjdfMzYxMjUyNDA3MV8xMDkwMzM1MjA2NTJfMF8z_b_B144de29e473911c6e9187c9d591b8943.mp4
刘若英精选50首(3小时),https://www.iesdouyin.com/aweme/v1/playwm/?video_id=v0300fg10000csi2q17og65ogriq3jv0&ratio=720p&line=0
Alin精选16首(1小时),https://www.iesdouyin.com/aweme/v1/playwm/?video_id=v0300fg10000cvt3q87og65l7fblbmog&ratio=720p&line=0
杨丞琳精选30首(2小时),https://txmov2.a.kwimgs.com/upic/2020/09/20/20/BMjAyMDA5MjAyMDAyMDdfODI4NTk1NTQ0XzM2MzcyMzIwMzYzXzJfMw==_b_B8aa481540d89fe5ec2b3507f8209c663.mp4?tag=1-1750931214-std-1-wz3snqjkat-8298da1fe959ffc7&clientCacheKey=3x8t5k75nb5mzyc_b.mp4&tt=b&di=739f67b1&bp=12681&ali_redirect_ex_hot=66666800&ali_redirect_ex_beacon=1
周杰伦精选120首(8小时),https://txmov2.a.kwimgs.com/upic/2023/06/18/23/BMjAyMzA2MTgyMzE1MjBfMzQ4MzI0MjA1OF8xMDU4Nzc4MzAzNjZfMF8z_b_B386baa1bb2c0c48626a830ff69393771.mp4
潘玮柏精选28首(1小时),https://txmov2.a.kwimgs.com/upic/2021/02/18/21/BMjAyMTAyMTgyMTI0MzNfODI4NTk1NTQ0XzQ0NTk2NzM2MDU3XzJfMw==_b_B92f3c6849966ee988590af29cfd9237b.mp4?tag=1-1750435163-std-1-6qxcke5wod-82a7afd374de76aa&clientCacheKey=3xabaxhvbd3me8s_b.mp4
汪苏泷精选20首(1小时),https://txmov2.a.kwimgs.com/upic/2020/09/30/22/BMjAyMDA5MzAyMjA3NDNfODI4NTk1NTQ0XzM2ODY2MzQxNzg4XzJfMw==_b_Bb726df27e24fda5e4d31b724d84ab8d4.mp4
陶喆精选30首(2小时),https://txmov2.a.kwimgs.com/upic/2023/08/06/13/BMjAyMzA4MDYxMzEzMzhfODM0NDUzMTQ2XzEwOTgxMDA2NzAyNF8wXzM=_b_B5e5a6bf1ef67081a9a226a2f6145ea2d.mp4
陈奕迅精选34首(2小时),https://txmov2.a.kwimgs.com/upic/2022/12/22/17/BMjAyMjEyMjIxNzM3NDNfMTg1NzcxNTYxOF85MTcyMjE1NDQzNV8yXzM=_b_B16479ab3769c6fcfed15a06b75c2656e.mp4
薛之谦精选30首(2小时),https://txmov2.a.kwimgs.com/upic/2023/07/28/13/BMjAyMzA3MjgxMzUwMzRfODM0NDUzMTQ2XzEwOTA3NjA4NDU2Nl8wXzM=_b_B480250201ec7378867d92e4d29f7a644.mp4
五月天精选37首(2小时),https://txmov2.a.kwimgs.com/upic/2021/12/07/23/BMjAyMTEyMDcyMzU2MzBfMjgwMTM4ODFfNjIzMTcwNTU3MTlfMl8z_b_Bd70a16353267a52b31d11f2cb77c6c5b.mp4
王杰精选30首(2小时),https://txmov2.a.kwimgs.com/upic/2020/09/06/17/BMjAyMDA5MDYxNzU1MjJfMTc4NDYxNDcyNl8zNTYyMjQ2ODIxNl8yXzM=_b_Bc35f6a28c8cf25ea947bc122c176b034.mp4
乔洋精选20首(1小时),https://txmov2.a.kwimgs.com/upic/2024/01/05/17/BMjAyNDAxMDUxNzEwMTJfNDQzMTI2Mjg0XzEyMTM5OTg3NTU2MV8yXzM=_b_Bf81e0b3d32a3fe727949531d0929868e.mp4
王力宏精选30首(2小时),https://txmov2.a.kwimgs.com/upic/2020/09/30/21/BMjAyMDA5MzAyMTU2NTNfODI4NTk1NTQ0XzM2ODY1NDA2MDM3XzJfMw==_b_Bf61393cb3ef5f8ab4b687ae367ed1211.mp4
孙燕姿精选30首(2小时),https://txmov2.a.kwimgs.com/upic/2020/07/15/19/BMjAyMDA3MTUxOTA1MzhfNTAyNzg4MTc0XzMyNDIzMzUwMjAyXzJfMw==_b_Bd09b171541ea966fd7a324624cfe6c16.mp4
周深精选72首(5小时),https://txmov2.a.kwimgs.com/upic/2023/08/07/21/BMjAyMzA4MDcyMTAzMzZfMzYxMjUyNDA3MV8xMDk5Mjc3MDcwMTFfMF8z_b_B707fdf2100370008b57219d4a1dab568.mp4
一口气听完刀郎上集,https://sns-video-hw.xhscdn.com/stream/1/110/258/01e80bb6c0617ebc01037001966f686a06_258.mp4
一口气听完刀郎下集,https://sns-video-hw.xhscdn.com/stream/79/110/258/01e80c204278c1e64f037001966f7d6a52_258.mp4
一口气听完许冠杰,https://sns-video-hw.xhscdn.com/stream/79/110/258/01e808dfb56610dc4f0370019662c545e8_258.mp4
一口气听完系列-梅艳芳,https://sns-video-hw.xhscdn.com/stream/79/110/258/01e807580909dd804f037001965ccd136e_258.mp4
一口气听完系列-陈慧娴,https://sns-video-hw.xhscdn.com/stream/79/110/258/01e802052d0ae6c24f0370019647f6c34e_258.mp4
一口气听完系列-罗文,https://sns-video-hw.xhscdn.com/stream/1/110/258/01e80753be61560a01037001965cb69fe2_258.mp4
一口气系列-李宗盛,https://sns-video-hw.xhscdn.com/stream/1/110/258/01e7f33e301aa78701037001960ecf3fd9_258.mp4
一口气听完系列-张国荣,https://sns-video-hw.xhscdn.com/stream/79/110/258/01e80627640afa0c4f03700196583efec6_258.mp4
一口气听完系列-谭咏麟,https://sns-video-hw.xhscdn.com/stream/79/110/258/01e80381b9485cf84f037001964df56788_258.mp4
一小时听完系列-陈百强,https://sns-video-hw.xhscdn.com/stream/1/110/258/01e8006ccb1aa84b0103700196420710bb_258.mp4
一口气听完系列-孟庭苇,https://sns-video-hw.xhscdn.com/stream/1/110/258/01e8075de04b296901037001965cebac66_258.mp4
一口气听完系列-阿桑,https://sns-video-hw.xhscdn.com/stream/79/110/258/01e8061fb808bd424f03700196580c92e0_258.mp4
一口气听完系列-邓丽君,https://sns-video-hw.xhscdn.com/stream/79/110/258/01e805123e07e0184f0370019653e6745d_258.mp4
一口气听完系列-罗大佑,https://sns-video-hw.xhscdn.com/stream/79/110/258/01e7fb7d720b2bfd4f037001962e7e1806_258.mp4
一口气听完-beyond,https://sns-video-hw.xhscdn.com/stream/1/110/258/01e7fa941e1abc0601037001962cc7ce32_258.mp4
一口气听完系列-伍佰,https://sns-video-hw.xhscdn.com/stream/1/110/258/01e7f9d3120e83c101037001962803fc0a_258.mp4
一口气听完系列-周传雄,https://sns-video-hw.xhscdn.com/stream/1/110/258/01e7fa33991abc160103700196298d22ea_258.mp4
一口气听完系列-林忆莲,https://sns-video-hw.xhscdn.com/stream/79/110/258/01e7f3de800b3e474f0370019610e0d4f4_258.mp4
一口气听完系列-任贤齐上,https://sns-video-hw.xhscdn.com/stream/79/110/258/01e7fd1080088a9d4f0370019634b5275b_258.mp4
一口气听完系列-任贤齐下,https://sns-video-hw.xhscdn.com/stream/1/110/258/01e7fd21bb1aa3010103700196352a873e_258.mp4
一口气听完系列-邓紫棋,https://sns-video-hw.xhscdn.com/stream/79/110/258/01e820ae0f68d3d14f03700196bfb67162_258.mp4
一口气听完系列-陈淑桦,https://sns-video-hw.xhscdn.com/stream/1/110/258/01e81ff9504920c10103700196bcf9b209_258.mp4
一口气听完系列-陈慧琳,https://sns-video-hw.xhscdn.com/stream/1/110/258/01e81c3c6e4b365d0103700196ae9fa46e_258.mp4
一口气听完系列-徐怀钰,https://sns-video-hw.xhscdn.com/stream/79/110/258/01e81b2bb868f6fd4f03700196aa391cbd_258.mp4
一口气听完系列-邰正宵,https://sns-video-hw.xhscdn.com/stream/1/110/258/01e81c2ea74b03660103700196ae4f134f_258.mp4
一口气听完系列-张韶涵,https://sns-video-hw.xhscdn.com/stream/79/110/258/01e818ba9c6762f54f03700196a0b13a77_258.mp4
一口气听完系列-小虎队,https://sns-video-hw.xhscdn.com/stream/79/110/258/01e818a0a868de5e4f03700196a0485994_258.mp4
一口气听完系列-郑智化,https://sns-video-hw.xhscdn.com/stream/1/110/258/01e81359284b3eae01037001968ba98af9_258.mp4
一口气听完系列-徐若瑄,https://sns-video-hw.xhscdn.com/stream/79/110/258/01e8121e45751e1a4f0370019686dee94d_258.mp4
一口气听完系列-叶倩文,https://sns-video-hw.xhscdn.com/stream/1/110/258/01e810bae2615f29010370019681a138cd_258.mp4
一口气听完系列-戴佩妮,https://sns-video-hw.xhscdn.com/stream/1/110/258/01e810ac2d4b154e0103700196815f586c_258.mp4
一口气听完系列-甄妮,https://sns-video-hw.xhscdn.com/stream/79/110/258/01e80a2f9578e71d4f0370019667e9e05d_258.mp4
一口气听完系列-林志炫,https://sns-video-hw.xhscdn.com/stream/1/110/258/01e80a23084b35e5010370019667c3b63c_258.mp4
一口气听完系列-SHE,https://sns-video-hw.xhscdn.com/stream/1/110/258/01e8037575617e5d01037001964da4a68d_258.mp4
开车长途音乐合集,https://sns-video-hw.xhscdn.com/stream/1/110/258/01e930ff3b05ec21010370019ae7673efd_258.mp4
一小时古风合集,https://sns-video-hw.xhscdn.com/stream/1/110/258/01e83ae5fe060079010370019726164cf5_258.mp4
我的好兄弟,https://sns-video-default.xhscdn.com/stream/1/110/258/01e8c171e907fbe001
飞轮海精选30首(2小时),https://www.iesdouyin.com/aweme/v1/playwm/?video_id=v0200fg10000cra24sfog65t497nn1o0&ratio=720p&line=0
